"order_id","region","destination_city","category","payment_method","sales_amount","quantity","return_status","customer_type","order_date","discount_pct"
ORD-101110,West,Phoenix,Fashion,Paypal,338.81000,3,Not Returned,Returning,2025-08-29,20
ORD-101111,South,Houston,Electronics,Debit Card,1160.06000,4,Not Returned,Returning,2024-09-05,5
ORD-101112,Midwest,Columbus,Sports,Buy Now Pay Later,241.13000,2,Not Returned,New,2024-04-15,15
ORD-101113,West,San Diego,Beauty,Buy Now Pay Later,14.17000,1,Not Returned,Loyal,2024-09-12,10
ORD-101114,Midwest,Columbus,Fashion,Credit Card,81.83000,1,Not Returned,Returning,2025-10-05,0
ORD-101115,South,Miami,Toys,Credit Card,146.35000,2,Returned,New,2025-05-30,0
ORD-101116,South,Dallas,Beauty,Paypal,85.20000,4,Not Returned,Returning,2024-05-13,15
ORD-101117,Northeast,Philadelphia,Fashion,Apple Pay,111.28000,2,Exchange,Loyal,2025-12-12,15
ORD-101118,South,Miami,Fashion,Credit Card,223.34000,3,Not Returned,Returning,2025-07-08,0
ORD-101119,Midwest,Columbus,Electronics,Credit Card,87.92000,1,Not Returned,Loyal,2025-07-05,15
ORD-101120,Northeast,New York,Pet Supplies,Gift Card,49.21000,1,Not Returned,Returning,2024-11-22,10
ORD-101121,West,Seattle,Fashion,Paypal,283.23000,4,Not Returned,Returning,2025-12-18,20
ORD-101122,South,Houston,Fashion,Paypal,79.05000,1,Not Returned,Returning,2025-12-14,10
ORD-101123,Northeast,Newark,Home,Debit Card,102.30000,1,Not Returned,Returning,2025-04-06,10
ORD-101124,West,Phoenix,Sports,Paypal,429.22000,4,Returned,Returning,2024-07-22,0
ORD-101125,Northeast,New York,Office Supplies,Credit Card,54.50000,1,Not Returned,Loyal,2025-05-27,
ORD-101126,West,Los Angeles,Electronics,Paypal,246.47000,1,Not Returned,New,2024-09-02,15
ORD-101127,Midwest,Indianapolis,Fashion,Buy Now Pay Later,59.05000,1,Returned,Returning,2024-08-04,15
ORD-101128,West,Las Vegas,Electronics,Gift Card,202.42000,2,Not Returned,Returning,2025-05-07,10
ORD-101129,Midwest,,Electronics,Paypal,125.00000,1,Not Returned,Returning,2024-07-14,0
ORD-101130,Northeast,Newark,Pet Supplies,Paypal,63.16000,1,Not Returned,Returning,2025-06-14,15
ORD-101131,Midwest,Indianapolis,Beauty,Debit Card,132.66000,3,Not Returned,Returning,2024-04-11,20
ORD-101132,Northeast,Buffalo,Fashion,,160.78000,1,Not Returned,Returning,2025-10-21,10
ORD-101133,Northeast,Pittsburgh,Fashion,Credit Card,325.59000,3,Not Returned,Returning,2025-09-06,5
ORD-101134,South,Atlanta,Home,Debit Card,200.74000,2,Not Returned,Loyal,2024-11-15,20
ORD-101135,Northeast,Boston,Pet Supplies,Credit Card,75.09000,2,Not Returned,Loyal,2024-06-14,10
ORD-101136,South,Dallas,Home,Credit Card,123.00000,2,Not Returned,Loyal,2025-01-13,10
ORD-101137,Midwest,Chicago,Fashion,Credit Card,244.60000,4,Not Returned,Returning,2024-10-17,0
ORD-101138,West,San Diego,Electronics,Credit Card,1343.64000,4,Returned,Returning,2024-05-05,10
ORD-101139,South,Dallas,Toys,Credit Card,30.06000,1,Not Returned,Returning,2025-09-02,0
ORD-101140,South,Dallas,Fashion,Credit Card,60.18000,1,Not Returned,Loyal,2025-07-20,5
ORD-101141,South,Charlotte,Sports,Credit Card,38.25000,1,Not Returned,Returning,2025-01-05,5
ORD-101142,South,Charlotte,Home,Paypal,237.15000,3,Not Returned,Loyal,2025-09-29,10
ORD-101143,West,Los Angeles,Office Supplies,Paypal,20.58000,1,Not Returned,Returning,2025-09-11,0
ORD-101144,South,Dallas,Beauty,Paypal,211.48000,2,Not Returned,Returning,2024-03-21,5
ORD-101145,West,Seattle,Beauty,Apple Pay,113.64000,2,Not Returned,Returning,2024-06-11,
ORD-101146,Midwest,Detroit,Fashion,Debit Card,69.21000,1,Not Returned,Returning,2024-05-02,10
ORD-101147,West,Las Vegas,Toys,Paypal,124.45000,2,Not Returned,Returning,2025-05-11,0
ORD-101148,West,Seattle,Sports,Credit Card,65.52000,1,Not Returned,Returning,2024-08-16,15
ORD-101149,South,Charlotte,Home,Debit Card,55.54000,1,Not Returned,Returning,2025-03-23,5
ORD-101150,Midwest,Columbus,Beauty,Credit Card,51.48000,1,Not Returned,Loyal,2024-10-28,0
ORD-101151,South,,Home,Credit Card,214.45000,2,Not Returned,New,2025-11-20,0
ORD-101152,South,Charlotte,Office Supplies,Credit Card,141.58000,4,Not Returned,Loyal,2025-12-24,30
ORD-101153,West,San Francisco,Sports,Debit Card,80.51000,1,Not Returned,Returning,2024-09-22,5
ORD-101154,South,Dallas,Electronics,Credit Card,401.48000,2,Not Returned,Returning,2025-05-16,10
ORD-101155,Northeast,Buffalo,Fashion,Paypal,440.05000,5,Not Returned,Loyal,2024-03-26,20
ORD-101156,West,Los Angeles,Fashion,Credit Card,93.37000,1,Not Returned,New,2024-08-23,0
ORD-101157,Midwest,Chicago,Toys,Apple Pay,86.84000,3,Not Returned,Loyal,2025-03-04,15
ORD-101158,South,Miami,Sports,Buy Now Pay Later,60.80000,1,Not Returned,New,2025-08-16,10
ORD-101159,Northeast,Pittsburgh,Toys,Paypal,54.15000,1,Returned,Returning,2025-07-15,10
ORD-101160,West,Phoenix,Home,Buy Now Pay Later,87.04000,1,Not Returned,Returning,2024-10-09,0
ORD-101161,West,San Diego,Electronics,Credit Card,183.18000,1,Not Returned,Returning,2025-07-26,20
ORD-101162,West,Phoenix,Electronics,Credit Card,176.01000,1,Exchange,New,2024-12-08,10
ORD-101163,Northeast,Pittsburgh,Pet Supplies,Gift Card,98.51000,2,Not Returned,Loyal,2025-11-18,5
ORD-101164,South,Nashville,Home,Paypal,132.39000,1,Not Returned,Returning,2025-10-13,10
ORD-101165,Midwest,St. Louis,Fashion,Paypal,174.01000,2,Not Returned,Returning,2025-12-17,15
ORD-101166,South,Dallas,Fashion,Credit Card,76.01000,2,Not Returned,Returning,2025-05-25,5
ORD-101167,Midwest,St. Louis,Electronics,Debit Card,647.27000,1,Not Returned,Returning,2024-11-12,20
ORD-101168,West,Las Vegas,Home,Credit Card,549.58000,5,Not Returned,Returning,2025-11-06,15
ORD-101169,South,Miami,Electronics,Gift Card,297.70000,2,Not Returned,New,2024-09-09,0
ORD-101170,West,San Diego,Beauty,Credit Card,49.28000,1,Not Returned,Returning,2025-12-08,15
ORD-101171,Northeast,New York,Fashion,Debit Card,83.96000,1,Not Returned,New,2025-07-06,10
ORD-101172,Northeast,Newark,Fashion,Buy Now Pay Later,151.43000,3,Not Returned,Returning,2025-09-16,5
ORD-101173,West,San Francisco,Toys,Paypal,152.33000,3,Not Returned,New,2024-04-04,5
ORD-101174,West,San Francisco,Office Supplies,Credit Card,26.97000,1,Not Returned,New,2025-06-01,5
ORD-101175,Midwest,Columbus,Electronics,Debit Card,187.83000,2,Returned,New,2025-03-08,15
ORD-101176,South,Atlanta,Electronics,Credit Card,417.09000,2,Exchange,New,2025-02-03,5
ORD-101177,West,San Diego,Pet Supplies,Debit Card,84.38000,1,Not Returned,Returning,2024-06-04,15
ORD-101178,South,Houston,Beauty,Credit Card,23.69000,1,Not Returned,New,2025-03-10,0
ORD-101179,West,San Diego,Office Supplies,Credit Card,152.17000,2,Not Returned,Loyal,2024-03-10,0
ORD-101180,Midwest,Indianapolis,Sports,Credit Card,100.57000,1,Not Returned,New,2024-03-12,5
ORD-101181,South,Dallas,Home,Paypal,74.92000,1,Not Returned,Returning,2025-03-07,5
ORD-101182,West,Los Angeles,Electronics,Apple Pay,86.57000,2,Not Returned,New,2024-01-17,5
ORD-101183,Midwest,Detroit,Fashion,Paypal,98.28000,3,Not Returned,Returning,2025-10-27,15
ORD-101184,South,Miami,Pet Supplies,Paypal,62.65000,1,Not Returned,Returning,2024-04-23,0
ORD-101185,Northeast,New York,Sports,,105.18000,1,Not Returned,Returning,2025-03-09,5
ORD-101186,South,Miami,Home,Apple Pay,51.21000,1,Not Returned,Returning,2025-01-12,5
ORD-101187,South,Atlanta,Fashion,Credit Card,62.13000,1,Not Returned,New,2024-11-25,25
ORD-101188,South,Charlotte,Home,Debit Card,68.83000,1,Not Returned,Returning,2025-12-23,10
ORD-101189,Northeast,Philadelphia,Home,Credit Card,54.19000,1,Not Returned,Loyal,2025-09-28,5
ORD-101190,Northeast,Newark,Toys,Credit Card,28.81000,1,Not Returned,Returning,2025-01-26,10
ORD-101191,West,Phoenix,Toys,Credit Card,224.77000,3,Not Returned,Returning,2025-11-15,15
ORD-101192,Midwest,St. Louis,Pet Supplies,Credit Card,142.12000,5,Not Returned,Returning,2025-10-26,5
ORD-101193,South,Houston,Fashion,Debit Card,134.90000,1,Not Returned,Loyal,2024-12-10,0
ORD-101194,South,Charlotte,Sports,Gift Card,92.41000,1,Not Returned,Loyal,2025-10-08,20
ORD-101195,South,Miami,Electronics,Credit Card,204.91000,2,Not Returned,Returning,2024-09-12,10
ORD-101196,West,Las Vegas,Home,Credit Card,107.91000,1,Not Returned,New,2025-10-04,20
ORD-101197,South,Dallas,Electronics,,186.31000,1,Not Returned,Returning,2025-05-18,5
ORD-101198,West,Las Vegas,Electronics,Credit Card,189.94000,1,Not Returned,Returning,2024-04-23,
ORD-101199,South,Charlotte,Home,Credit Card,63.64000,1,Not Returned,Loyal,2025-02-11,15
ORD-101200,South,Miami,Electronics,Credit Card,334.03000,3,Not Returned,New,2024-09-27,15
ORD-101201,West,San Francisco,Sports,Apple Pay,92.97000,1,Not Returned,Returning,2025-11-03,20
ORD-101202,South,Atlanta,Sports,Credit Card,116.71000,2,,Returning,2025-03-27,5
ORD-101203,Midwest,St. Louis,Home,Debit Card,119.15000,1,Not Returned,New,2025-07-05,15
ORD-101204,Midwest,Minneapolis,Home,Credit Card,185.29000,3,Not Returned,Returning,2024-12-04,25
ORD-101205,South,Dallas,Home,Credit Card,90.37000,1,Not Returned,Returning,2025-06-24,0
ORD-101206,West,Los Angeles,Pet Supplies,Buy Now Pay Later,224.39000,4,Not Returned,Returning,2024-12-19,15
ORD-101207,West,San Diego,Pet Supplies,Apple Pay,76.41000,1,Not Returned,Returning,2025-09-07,5
ORD-101208,South,Atlanta,Fashion,Paypal,80.80000,1,Exchange,New,2024-06-08,15
ORD-101209,Northeast,Philadelphia,Pet Supplies,Debit Card,101.69000,12,Not Returned,New,2025-11-20,0
ORD-101210,Midwest,St. Louis,Home,Debit Card,114.50000,2,Not Returned,Returning,2025-08-05,10
ORD-101211,South,Nashville,Beauty,Buy Now Pay Later,84.84000,2,Not Returned,Returning,2024-01-16,10
ORD-101212,Midwest,Indianapolis,Office Supplies,Credit Card,31.78000,1,Not Returned,Returning,2024-06-11,5
ORD-101213,Northeast,Pittsburgh,Electronics,Credit Card,266.90000,1,Not Returned,Returning,2025-05-03,15
ORD-101214,West,Phoenix,Fashion,Gift Card,375.86000,5,Not Returned,Loyal,2025-04-30,5
ORD-101215,West,San Diego,Toys,Apple Pay,47.78000,1,Exchange,Returning,2024-10-02,5
ORD-101216,South,Atlanta,Electronics,,602.94000,3,Returned,Returning,2025-06-20,20
ORD-101217,Northeast,New York,Toys,Credit Card,35.91000,1,Not Returned,Loyal,2024-04-04,10
ORD-101218,South,Dallas,Electronics,Credit Card,45.75000,1,Not Returned,Returning,2025-09-15,0
ORD-101219,South,Nashville,Fashion,Credit Card,75.73000,1,Not Returned,Loyal,2024-12-11,25
ORD-101220,West,San Diego,Office Supplies,Gift Card,33.01000,1,Not Returned,Returning,2024-09-02,5
ORD-101221,Midwest,Chicago,Electronics,Buy Now Pay Later,198.72000,2,Not Returned,New,2025-01-10,10
ORD-101222,West,Phoenix,Fashion,Credit Card,56.02000,1,Not Returned,Returning,2025-07-04,0
ORD-101223,Northeast,Boston,Beauty,Credit Card,42.01000,1,Not Returned,Returning,2024-11-28,20
ORD-101224,South,Miami,Office Supplies,Credit Card,82.45000,1,Not Returned,New,2024-05-04,0
ORD-101225,South,Atlanta,Pet Supplies,Credit Card,134.52000,1,Not Returned,Returning,2025-07-05,5
ORD-101226,Midwest,St. Louis,Fashion,Gift Card,57.68000,1,,Returning,2024-05-02,15
ORD-101227,West,Las Vegas,Fashion,Debit Card,375.63000,3,Not Returned,Returning,2024-07-18,15
ORD-101228,Northeast,Buffalo,Pet Supplies,Paypal,83.30000,2,Not Returned,Loyal,2025-05-04,5
ORD-101229,Northeast,Boston,Sports,Paypal,188.19000,2,Not Returned,Returning,2025-11-02,5
ORD-101230,Midwest,Minneapolis,Home,Paypal,93.43000,3,Not Returned,Loyal,2025-01-03,20
ORD-101231,West,Seattle,Electronics,Credit Card,222.31000,1,Not Returned,Returning,2024-06-21,0
ORD-101232,Northeast,Newark,Electronics,Credit Card,365.70000,3,Not Returned,Returning,2024-08-04,5
ORD-101233,West,Las Vegas,Electronics,Paypal,120.07000,1,Not Returned,Loyal,2024-07-19,10
ORD-101234,West,San Diego,Home,Paypal,149.05000,1,Not Returned,Loyal,2025-01-05,0
ORD-101235,Northeast,Pittsburgh,Fashion,Buy Now Pay Later,29.56000,1,Not Returned,Returning,2024-04-30,0
ORD-101236,West,Los Angeles,Home,Buy Now Pay Later,174.31000,2,Not Returned,Returning,2025-08-17,
ORD-101237,Midwest,St. Louis,Fashion,Gift Card,51.93000,1,Not Returned,New,2024-07-22,10
ORD-101238,South,Atlanta,Electronics,Credit Card,381.88000,2,Not Returned,Loyal,2025-10-06,10
ORD-101239,Northeast,Buffalo,Home,Gift Card,282.57000,2,Not Returned,Returning,2024-11-10,25
ORD-101240,South,Miami,Beauty,Paypal,93.01000,2,Not Returned,Returning,2024-06-01,0
ORD-101241,Midwest,Columbus,Fashion,Debit Card,92.85000,2,Exchange,Returning,2025-09-13,20
ORD-101242,Midwest,Indianapolis,Home,Debit Card,55.11000,1,Not Returned,New,2024-12-18,0
ORD-101243,South,Dallas,Electronics,Credit Card,664.71000,4,Not Returned,Returning,2024-02-15,
ORD-101244,South,Dallas,Office Supplies,Apple Pay,37.20000,2,Not Returned,Returning,2024-10-06,10
ORD-101245,West,Phoenix,Office Supplies,Gift Card,58.89000,1,Not Returned,Returning,2024-03-13,15
ORD-101246,South,Houston,Electronics,Debit Card,795.40000,3,Not Returned,Returning,2024-09-05,15
ORD-101247,South,Houston,Fashion,,70.02000,1,Not Returned,Returning,2025-08-06,0
ORD-101248,Northeast,Buffalo,Pet Supplies,Gift Card,65.98000,1,Not Returned,New,2024-12-01,25
ORD-101249,West,Phoenix,Fashion,Paypal,127.56000,1,Not Returned,New,2024-12-18,20
ORD-101250,Midwest,Indianapolis,Electronics,Paypal,150.41000,2,Not Returned,Returning,2024-05-23,5
ORD-101251,Northeast,Pittsburgh,Fashion,Apple Pay,21.22000,1,Returned,Returning,2024-03-26,5
ORD-101252,West,San Diego,Toys,Paypal,49.09000,1,Not Returned,Returning,2025-08-12,0
ORD-101253,South,Houston,Sports,Credit Card,125.96000,2,Not Returned,Returning,2024-12-21,10
ORD-101254,Midwest,Chicago,Electronics,Paypal,508.18000,5,Not Returned,Returning,2024-09-27,0
ORD-101255,West,Seattle,Home,Debit Card,323.56000,2,Not Returned,Loyal,2025-07-23,15
ORD-101256,Northeast,,Electronics,Credit Card,216.00000,2,Not Returned,Loyal,2025-09-13,10
ORD-101257,Northeast,Newark,Fashion,Credit Card,226.28000,1,Not Returned,New,2025-05-07,15
ORD-101258,West,San Diego,Fashion,Debit Card,160.14000,3,Not Returned,Returning,2024-08-05,15
ORD-101259,West,Seattle,Fashion,Debit Card,420.48000,5,Not Returned,Loyal,2024-12-29,
ORD-101260,South,Charlotte,Office Supplies,Credit Card,119.36000,4,Not Returned,Returning,2025-01-01,5
ORD-101261,Northeast,Boston,Pet Supplies,Gift Card,133.85000,3,Not Returned,Returning,2025-12-25,10
ORD-101262,West,San Francisco,Beauty,Credit Card,17.21000,1,Not Returned,Returning,2024-05-28,0
ORD-101263,West,San Francisco,Beauty,Debit Card,54.08000,2,Not Returned,Loyal,2025-10-26,
ORD-101264,South,Houston,Pet Supplies,Credit Card,40.70000,1,Not Returned,Returning,2025-01-20,10
ORD-101265,Northeast,Boston,Electronics,Paypal,155.72000,1,Exchange,New,2024-01-28,20
ORD-101266,West,Seattle,Fashion,Paypal,34.80000,1,Not Returned,Loyal,2025-12-02,30
ORD-101267,South,Miami,Office Supplies,Debit Card,73.10000,4,Not Returned,Returning,2024-06-14,0
ORD-101268,South,,Fashion,Paypal,376.26000,3,Not Returned,Returning,2025-04-04,15
ORD-101269,South,Dallas,Toys,Debit Card,39.66000,1,Not Returned,New,2024-10-09,10
ORD-101270,Midwest,Minneapolis,Home,,78.97000,1,Not Returned,New,2024-10-30,0
ORD-101271,South,Nashville,Electronics,Paypal,336.31000,3,Not Returned,Returning,2024-12-07,25
ORD-101272,South,Atlanta,Beauty,Credit Card,31.43000,1,Not Returned,New,2024-01-17,5
ORD-101273,Midwest,Columbus,Home,Paypal,65.96000,1,Not Returned,Returning,2025-12-03,5
ORD-101274,West,Phoenix,Fashion,Apple Pay,223.69000,3,Not Returned,Returning,2024-06-19,0
ORD-101275,Northeast,New York,Beauty,,17.87000,1,Not Returned,Returning,2024-04-29,10
ORD-101276,West,Seattle,Beauty,Credit Card,109.15000,4,Not Returned,Returning,2025-09-08,10
ORD-101277,Northeast,Philadelphia,Fashion,Debit Card,65.58000,1,Not Returned,Loyal,2024-04-16,
ORD-101278,South,Atlanta,Fashion,,290.86000,5,Not Returned,Returning,2024-09-26,10
ORD-101279,Northeast,Newark,Electronics,Debit Card,388.21000,2,Not Returned,Loyal,2024-02-04,15
ORD-101280,South,Nashville,Toys,Debit Card,30.05000,1,Returned,Loyal,2024-12-18,0
ORD-101281,South,Charlotte,Home,Debit Card,128.02000,1,Returned,Returning,2024-04-16,10
ORD-101282,Midwest,Minneapolis,Fashion,Credit Card,191.41000,2,Not Returned,Returning,2024-12-05,20
ORD-101283,South,Dallas,Electronics,Paypal,976.39000,2,Not Returned,Loyal,2025-07-07,10
ORD-101284,Midwest,Minneapolis,Home,Debit Card,132.70000,1,Not Returned,Returning,2025-11-30,15
ORD-101285,South,Charlotte,Toys,,39.19000,1,Not Returned,Returning,2024-11-29,15
ORD-101286,Midwest,Columbus,Fashion,Debit Card,56.45000,1,Not Returned,Returning,2025-01-04,15
ORD-101287,West,San Francisco,Sports,,409.69000,4,Not Returned,Returning,2025-07-14,10
ORD-101288,West,Seattle,Beauty,Debit Card,119.68000,3,Returned,Returning,2024-02-13,5
ORD-101289,South,Atlanta,Home,Debit Card,162.78000,1,Not Returned,Returning,2025-12-15,20
ORD-101290,South,Dallas,Toys,,64.91000,2,Not Returned,Loyal,2024-08-18,10
ORD-101291,South,,Sports,Debit Card,284.50000,4,Not Returned,New,2025-11-15,10
ORD-101292,Northeast,Philadelphia,Fashion,Apple Pay,193.61000,4,Not Returned,New,2024-05-26,5
ORD-101293,Northeast,New York,Electronics,Apple Pay,429.83000,4,Not Returned,Returning,2024-05-15,0
ORD-101294,South,Nashville,Beauty,Credit Card,97.58000,1,Not Returned,Returning,2025-08-04,10
ORD-101295,Northeast,Buffalo,Fashion,Debit Card,50.46000,1,Not Returned,Returning,2025-09-21,0
ORD-101296,West,San Diego,Electronics,Gift Card,160.86000,1,Not Returned,Returning,2024-06-25,10
ORD-101297,South,Dallas,Toys,Buy Now Pay Later,157.87000,2,Not Returned,Returning,2024-11-11,15
ORD-101298,Midwest,St. Louis,Pet Supplies,Credit Card,153.99000,4,Not Returned,Returning,2025-05-03,10
ORD-101299,Midwest,Minneapolis,Pet Supplies,Apple Pay,197.27000,3,Not Returned,Returning,2024-09-01,15
ORD-101300,South,Dallas,Beauty,Buy Now Pay Later,94.58000,5,Not Returned,Returning,2025-10-21,10
ORD-101301,South,Nashville,Beauty,,34.15000,1,Not Returned,New,2024-07-01,5
ORD-101302,West,San Francisco,Office Supplies,Debit Card,25.42000,1,Not Returned,Returning,2025-02-27,5
ORD-101303,Northeast,Philadelphia,Electronics,Apple Pay,216.56000,1,Not Returned,Loyal,2024-09-21,20
ORD-101304,West,Seattle,Office Supplies,Credit Card,95.86000,4,Not Returned,Returning,2025-10-08,10
ORD-101305,West,San Diego,Fashion,Debit Card,60.73000,1,Not Returned,Returning,2024-08-23,20
ORD-101306,South,Nashville,Fashion,Credit Card,69.13000,1,Not Returned,New,2025-09-13,0
ORD-101307,South,Miami,Electronics,Credit Card,180.40000,1,Not Returned,Returning,2024-09-02,5
ORD-101308,West,Seattle,Office Supplies,Apple Pay,32.22000,1,Not Returned,New,2024-09-05,0
ORD-101309,Midwest,Columbus,Home,Credit Card,155.23000,2,Not Returned,Loyal,2025-09-08,10
ORD-101310,South,,Sports,Debit Card,70.16000,1,Not Returned,Loyal,2025-10-25,0
ORD-101311,Midwest,Columbus,Home,Debit Card,218.71000,1,Not Returned,New,2025-04-19,15
ORD-101312,South,Atlanta,Beauty,Gift Card,167.68000,3,Not Returned,Loyal,2025-04-03,10
ORD-101313,West,San Diego,Toys,Debit Card,56.02000,2,Not Returned,Returning,2025-09-15,0
ORD-101314,South,Miami,Beauty,Credit Card,80.39000,1,Not Returned,Returning,2024-12-11,15
ORD-101315,Northeast,Newark,Home,Debit Card,47.83000,1,Not Returned,Loyal,2024-12-18,10
ORD-101316,Northeast,Boston,Electronics,Credit Card,110.61000,1,Exchange,Returning,2025-02-03,0
ORD-101317,South,Atlanta,Fashion,Paypal,175.61000,2,Not Returned,New,2024-03-02,5
ORD-101318,South,Atlanta,Fashion,Apple Pay,70.07000,1,Not Returned,New,2024-09-20,15
ORD-101319,Midwest,Detroit,Fashion,Credit Card,177.45000,3,Not Returned,Loyal,2024-12-15,5
ORD-101320,West,San Diego,Beauty,Paypal,36.26000,1,Not Returned,Returning,2024-04-10,15
ORD-101321,West,San Diego,Home,Apple Pay,92.19000,1,Not Returned,Returning,2025-09-14,10
ORD-101322,South,Miami,Electronics,Paypal,456.50000,1,Returned,New,2024-11-28,5
ORD-101323,Midwest,Detroit,Home,Buy Now Pay Later,342.38000,5,Not Returned,New,2024-03-01,10
ORD-101324,Midwest,,Electronics,Apple Pay,152.23000,1,Not Returned,New,2024-07-25,10
ORD-101325,West,Las Vegas,Fashion,Paypal,57.77000,1,Not Returned,Returning,2025-07-23,5
ORD-101326,West,San Francisco,Home,Credit Card,144.97000,3,Not Returned,New,2024-03-20,10
ORD-101327,South,Nashville,Electronics,Credit Card,238.72000,2,Not Returned,New,2024-01-12,0
ORD-101328,South,Houston,Electronics,Gift Card,377.63000,2,Returned,Returning,2024-01-09,5
ORD-101329,South,Nashville,Pet Supplies,Apple Pay,32.54000,1,Not Returned,Loyal,2025-12-13,20
ORD-101330,Northeast,Boston,Electronics,Apple Pay,828.77000,4,Not Returned,Returning,2024-04-14,15
ORD-101331,West,San Diego,Electronics,,266.28000,1,Not Returned,Returning,2025-11-08,10
ORD-101332,West,San Francisco,Fashion,Credit Card,265.42000,4,Not Returned,New,2024-02-23,0
ORD-101333,Midwest,Minneapolis,Fashion,Buy Now Pay Later,155.53000,2,Not Returned,Returning,2025-07-02,10
ORD-101334,Midwest,Minneapolis,Fashion,Debit Card,144.74000,1,Returned,Loyal,2025-01-04,10
ORD-101335,South,Miami,Fashion,Apple Pay,60.61000,1,Not Returned,Returning,2025-09-25,5
ORD-101336,South,Dallas,Sports,Paypal,37.11000,1,Not Returned,Returning,2025-11-04,20
ORD-101337,Midwest,Indianapolis,Fashion,Credit Card,51.39000,1,Not Returned,Returning,2024-07-10,5
ORD-101338,South,Miami,Home,Paypal,131.50000,2,Not Returned,Loyal,2024-09-25,5
ORD-101339,West,San Francisco,Office Supplies,Gift Card,50.94000,2,Not Returned,New,2024-07-02,10
ORD-101340,West,Phoenix,Fashion,Credit Card,68.30000,1,Returned,Returning,2024-03-30,10
ORD-101341,West,San Diego,Home,Credit Card,369.29000,3,Returned,New,2024-10-25,0
ORD-101342,South,Miami,Toys,Buy Now Pay Later,123.91000,2,Not Returned,New,2024-12-07,15
ORD-101343,South,Charlotte,Fashion,Debit Card,332.98000,3,Exchange,Returning,2024-04-21,20
ORD-101344,West,Las Vegas,Pet Supplies,Debit Card,241.87000,3,Not Returned,New,2025-05-07,0
ORD-101345,Midwest,Indianapolis,Pet Supplies,Credit Card,28.49000,1,Not Returned,Returning,2025-12-03,20
ORD-101346,Northeast,Boston,Fashion,Apple Pay,45.37000,1,Exchange,Returning,2024-06-20,10
ORD-101347,West,San Francisco,Fashion,Credit Card,38.39000,1,Not Returned,Returning,2025-01-23,5
ORD-101348,South,Dallas,Electronics,Gift Card,601.31000,3,Not Returned,Returning,2025-07-30,20
ORD-101349,Northeast,Boston,Electronics,Paypal,110.99000,1,Not Returned,Loyal,2025-04-03,0
ORD-101350,West,Las Vegas,Fashion,Paypal,317.83000,3,Not Returned,Loyal,2024-07-18,0
ORD-101351,Northeast,Buffalo,Toys,Paypal,82.68000,1,Not Returned,Returning,2025-03-09,0
ORD-101352,South,Dallas,Pet Supplies,Paypal,69.17000,1,Not Returned,Returning,2025-01-03,20
ORD-101353,South,Dallas,Electronics,Buy Now Pay Later,163.89000,1,Not Returned,Returning,2024-03-02,0
ORD-101354,Midwest,Columbus,Electronics,Credit Card,1082.79000,3,Not Returned,Returning,2025-12-25,15
ORD-101355,South,Dallas,Electronics,Paypal,201.92000,1,Not Returned,New,2024-05-13,0
ORD-101356,Northeast,Pittsburgh,Home,Paypal,393.13000,2,Not Returned,New,2025-12-23,10
ORD-101357,South,Houston,Fashion,Buy Now Pay Later,259.94000,5,Exchange,Returning,2025-05-29,5
ORD-101358,South,Nashville,Electronics,Credit Card,275.86000,2,Not Returned,New,2024-02-24,10
ORD-101359,Northeast,Boston,Sports,Debit Card,76.08000,1,Not Returned,Loyal,2024-08-30,10
ORD-101360,Midwest,St. Louis,Fashion,Debit Card,38.67000,1,Not Returned,Loyal,2024-04-23,10
ORD-101361,West,Phoenix,Office Supplies,Paypal,45.72000,1,Not Returned,Returning,2024-07-11,15
ORD-101362,South,Miami,Beauty,Credit Card,78.78000,2,Not Returned,New,2025-09-15,15
ORD-101363,Midwest,Detroit,Fashion,Debit Card,460.63000,3,Not Returned,Returning,2024-06-15,5
ORD-101364,Northeast,New York,Electronics,Apple Pay,120.02000,1,Not Returned,Returning,2024-08-02,5
ORD-101365,West,Las Vegas,Home,Credit Card,262.60000,2,Not Returned,Returning,2024-09-01,5
ORD-101366,West,Phoenix,Pet Supplies,Debit Card,75.56000,1,Returned,Loyal,2025-11-15,15
ORD-101367,West,San Francisco,Home,Debit Card,217.00000,3,Not Returned,Returning,2025-01-08,10
ORD-101368,South,Dallas,Home,Debit Card,304.75000,3,Not Returned,Returning,2025-03-21,5
ORD-101369,Northeast,Philadelphia,Pet Supplies,Credit Card,212.04000,3,Not Returned,Returning,2024-12-16,15
ORD-101370,South,Miami,Home,Debit Card,71.80000,1,Not Returned,Loyal,2024-06-21,5
ORD-101371,Midwest,St. Louis,Office Supplies,Credit Card,58.55000,1,Not Returned,Loyal,2025-10-23,0
ORD-101372,South,Miami,Electronics,Credit Card,233.01000,2,Not Returned,Returning,2024-12-18,25
ORD-101373,Midwest,,Office Supplies,Debit Card,156.61000,3,Not Returned,Loyal,2024-06-21,5
ORD-101374,Northeast,Philadelphia,Electronics,Apple Pay,871.15000,2,Not Returned,Returning,2025-10-08,10
ORD-101375,Midwest,Indianapolis,Pet Supplies,Credit Card,240.97000,2,Returned,Returning,2024-07-26,20
ORD-101376,Northeast,New York,Home,Paypal,105.82000,1,Returned,Returning,2025-05-04,5
ORD-101377,South,Miami,Home,Gift Card,220.83000,2,Not Returned,New,2025-12-03,20
